Company,Amount ($M),Date,HQ,Sector,Series,Source
https://upliance.ai/,$4.00,08/02/2024,Bengaluru,Consumer Electronics - AI-powered Home Appliances,Seed,https://entrackr.com/2024/02/upliance-ai-raises-4-mn-led-by-khosla-ventures/
https://www.rideriver.com/,$40.00,06/02/2024,Bengaluru,EV,Series B,https://entrackr.com/2024/02/ev-startup-river-bags-40-mn-in-series-b-led-by-yamaha-motor-corp/
https://controlz.world/,$3.00,07/02/2024,Gurugram,E-Commerce - Premium Refurbished Smartphones,Seed,https://entrackr.com/2024/02/controlz-secures-3-mn-in-seed-round/
https://www.piscium.in/,$0.72,07/02/2024,Mumbai,Biotech - Healthtech,Series A,https://entrackr.com/2024/02/piscium-raises-series-a-round-led-by-unicorn-india-ventures/
Ivory,$0.50,08/02/2024,Bengaluru,Healthtech,,https://entrackr.com/2024/02/agetech-startup-ivory-raise-500k/
https://www.goswirl.live/,$1.10,06/02/2024,Vadodara,Video Commerce,Seed,https://entrackr.com/2024/02/swirl-secures-1-1-mn-in-seed-round/
https://www.metafin.in/,$5.00,07/02/2024,Parel,Fintech - NBFC Cleantech Lending,,https://economictimes.indiatimes.com/tech/funding/metafin-secures-5-million-in-funding-from-prime-venture-partners-others/articleshow/107483291.cms
https://globalbees.com/,$18.00,07/02/2024,Delhi,E-Commerce,Debt,https://entrackr.com/2024/02/globalbees-raises-18-mn-in-debt-from-avendus/
https://www.cashinvoice.in/,$3.40,07/02/2024,Mumbai,Fintech,Series A,https://entrackr.com/2024/02/cashinvoice-raises-3-4-mn-in-series-a-round/
https://mufingreenfinance.com/,$17.00,06/02/2024,Delhi,Fintech - NBFC Lending for EVs,Series B,https://entrackr.com/2024/02/mufin-green-finance-raises-rs-140-cr-in-series-b-round/
https://sportvot.com/,$11.13,05/02/2024,Mumbai,Sports Tech,Pre-Series A,https://entrackr.com/2024/02/omidyar-leads-pre-series-a-round-in-sportvot/
https://www.verse.in/,$6.25,07/02/2024,Bengaluru,Social Media,Debt,https://entrackr.com/2024/02/exclusive-dailyhunts-parent-verse-bags-rs-50-cr-debt/
https://www.otocapital.in/,$10.00,06/02/2024,Bengaluru,Fintech - Lending for Two Wheelers,,https://entrackr.com/2024/02/two-wheeler-ev-finance-platform-oto-raises-10-mn/
etherealx,,05/02/2024,Bengaluru,Spacetech,Unknown,https://entrackr.com/2024/02/spacetech-startup-etherealx-raises-first-funding-round/,
https://snapecabs.com/,$2.50,05/02/2024,Kolkata,EV - Ridehailing,Pre-Series A,https://www.thehindubusinessline.com/companies/snap-e-cabs-raises-25-million-in-a-pre-series-a-round/article67813571.ece
https://adventumstudentliving.com/,$3.00,06/02/2024,Mumbai,Study Abroad Platform,,https://inc42.com/buzz/adventum-student-living-nets-3-mn-to-facilitate-overseas-study-opportunities/
https://www.keus.in/,$12.00,05/02/2024,Hyderabad,Home Automation,,https://entrackr.com/2024/02/smart-home-automation-company-keus-raises-12-mn/
https://www.wishlink.com/,$7.00,05/02/2024,Gurugram,E-Commerce - Creator Focused,Series A,https://entrackr.com/2024/02/exclusive-wishlink-raises-7-mn-from-fundamentum-and-elevation/
https://www.khyaal.com/,$4.20,06/02/2024,Mumbai,Services - Senior Citizens,Seed,https://entrackr.com/2024/02/senior-citizen-app-khyaal-raises-4-2-mn-in-seed-round/
https://koparoclean.com/,$0.72,07/02/2024,Delhi,E-Commerce - D2C homecare brand,,https://entrackr.com/2024/02/koparo-raises-rs-6-cr-from-4p-capital-and-shark-tank-india/
https://www.papapawsome.com/,$0.40,05/02/2024,Thane,E-Commerce - D2C Petcare Brand,Seed,https://entrackr.com/2024/02/papa-pawsome-raises-400k-in-seed-round-led-by-ian/
https://neodocs.in/,$2.00,08/02/2024,Mumbai,Healthtech,Seed,https://entrackr.com/2024/02/omidyar-leads-2-mn-seed-round-in-neodocs/
https://www.devx.work/,$7.00,05/02/2024,Ahmedabad,Co-working,Equity + Debt,https://entrackr.com/2024/02/devx-raises-7-mn-in-equity-and-debt-round/
https://www.torusrobotics.com/,$0.47,07/02/2024,Chennai,Deeptech,Seed,https://entrackr.com/2024/02/torus-robotics-raises-470k-seed-round-from-tnifmc/
https://www.bighaat.com/,$8.40,07/02/2024,Bengaluru,Agritech - E-Commerce,Series C,https://entrackr.com/2024/02/exclusive-agritech-startup-bighaat-kicks-off-series-c-round/
https://rupyz.com/,$1.20,05/02/2024,Gurugram,SaaS,Seed,https://entrackr.com/2024/02/merak-ventures-leads-1-2-mn-round-in-saas-platform-rupyz/
