Company,Amount ($M),Date,HQ,Sector,Series,Source
https://theater.xyz/,$1.50,03/09/2024,Chandigarh,Fashion,Pre-Series A,https://entrackr.com/2024/09/fashion-brand-theater-raises-1-5-mn-in-pre-series-a-round/
https://www.thehosteller.com/,$4.00,04/09/2024,Mumbai,Backpacker Hostel Chain,Series A,https://inc42.com/buzz/traveltech-startup-the-hosteller-nets-inr-32-cr-from-v-cube-ventures-others/
https://slikk.club/,$0.30,04/09/2024,Bengaluru,Clothes Delivery,Pre-Seed,https://entrackr.com/2024/09/60-minute-clothes-delivery-app-slikk-raises-300k/
https://www.valyx.com/,$0.80,04/09/2024,Bengaluru,B2B Financial Management,Pre-Seed,https://entrackr.com/2024/09/valyx-bags-800k-in-pre-seed-round/
https://bosonwhitewater.com/,$1.20,04/09/2024,Bengaluru,Water Recycling,,https://entrackr.com/2024/09/zerodhas-rainmatter-backs-bosan-and-trunativ/
https://trunativ.co/,$1.20,04/09/2024,Mumbai,D2C Nutrition Brand,,https://entrackr.com/2024/09/zerodhas-rainmatter-backs-bosan-and-trunativ/
https://invest4edu.com/,$3.00,04/09/2024,Mumbai,Edtech,Seed,https://entrackr.com/2024/09/invest4edu-raises-3-mn-in-seed-round-from-family-offices/
https://nauticalwings.com/,,05/09/2024,Bengaluru,EV,Pre-Series A,https://entrackr.com/2024/09/venture-catalysts-and-1crowd-back-nautical-wings-aerospace/
https://www.rapido.bike/,$200.00,05/09/2024,Bengaluru,Ridehailing,Series E,https://economictimes.indiatimes.com/tech/funding/rapido-rolls-into-unicorn-club-with-200-million-raise-at-1-1-billion-valuation/articleshow/113073029.cms?from=mdr
https://bigendiansemi.com/,$3.00,03/09/2024,Bengaluru,Semiconductor,Seed,https://entrackr.com/2024/09/bigendian-semiconductors-raises-3-mn-in-seed-round/
https://nutrabay.com/,$5.00,02/09/2024,Delhi,D2C Protein Brand,Series A,https://entrackr.com/2024/09/d2c-retail-brand-nutrabay-raises-5-mn-in-series-a/
https://www.globalcarehealth.com/,$3.00,02/09/2024,Gurugram,Medical Toursim,Series A,https://entrackr.com/2024/09/medical-tourism-company-global-care-raises-3-mn/
https://spolto.com/,$1.00,04/09/2024,Pune,Sportstech,Seed,https://entrackr.com/2024/09/sports-tech-startup-spolto-raises-1-mn-in-seed-round/
https://liaplus.com/,$0.24,05/09/2024,Delhi,Customer Support Solutions,Seed,https://entrackr.com/2024/09/ipv-leads-seed-round-in-liaplus-ai/
recircle,,03/09/2024,Mumbai,Cleantech,Unknown,https://entrackr.com/2024/09/flipkart-ventures-backed-recircle-raises-bridge-round/,
https://justo.co.in/,$7.00,04/09/2024,Mumbai,Proptech,Seed + Debt,https://inc42.com/buzz/justo-realfintech-bags-7-mn-to-expand-its-proptech-play/
https://mytek.in/,$0.71,03/09/2024,Thane,EPC and Manufacturing Marketplace,Debt,https://entrackr.com/2024/09/infratech-startup-mytek-innovations-raises-rs-6-crore-debt/
