Company,Amount ($M),Date,HQ,Sector,Series,Source
https://nayan.co/,$2.00,07/10/2024,Delhi,AI,Pre-Series A,https://entrackr.com/2024/10/ai-startup-nayan-tech-raises-2-mn-in-pre-series-a-round/
https://www.holidaytribe.com/,$0.64,07/10/2024,Gurugram,Traveltech,Seed,https://entrackr.com/2024/10/holiday-tribe-raises-rs-5-4-cr-from-powerhouse-ventures-and-gsf/
https://xdlinx.space/,$7.00,07/10/2024,Hyderabad,Spacetech,Seed,https://inc42.com/buzz/spacetech-startup-xdlink-space-labs-raises-7-mn-from-ashish-kacholia-others/
https://aereo.io/,$1.80,07/10/2024,Bengaluru,Drone,Series B,https://entrackr.com/2024/10/aereo-raises-1-8-mn-more-in-series-b/
https://sorichfoils.in/,$1.00,08/10/2024,Gujarat,Pharmaceutical Packaging,Pre-IPO,https://entrackr.com/2024/10/pharmaceutical-packaging-startup-sorich-raises-1-mn/
https://beautesecrets.com/,$0.19,07/10/2024,Gurugram,D2C Beauty Tools Brand,,https://entrackr.com/2024/10/d2c-brand-beaute-secrets-raises-rs-1-6-cr-from-velocity/
https://figr.design/,$2.25,09/10/2024,Bengaluru,Product Design,Seed,https://entrackr.com/2024/10/figr-bags-2-25-mn-in-seed-round-led-by-kalaari/
https://www.frammer.com/,$2.00,07/10/2024,Delhi,Media SaaS Platform,Seed,https://entrackr.com/2024/10/lumikai-leads-2-mn-round-in-media-saas-platform-frammer-ai/
https://www.dezy.com/in,$6.00,08/10/2024,Bengaluru,Dental Clinic Chain,,https://yourstory.com/2024/10/dental-care-brand-dezy-funding-chiratae-ventures-peak-xv-surge
jivi,,08/10/2024,Gurugram,AI Healthcare,Unknown,https://entrackr.com/2024/10/andrew-ngs-ai-fund-enters-india-with-investment-in-jivi/,
https://www.bioprimeagri.com/,$6.00,08/10/2024,Pune,Biotech,Series A,https://entrackr.com/2024/10/bioprime-raises-6-mn-in-series-a-round-led-by-edaphon/
https://www.haberwater.com/,$38.00,10/10/2024,Pune,Hardware - Industrial Robotics,Series C,https://entrackr.com/2024/10/exclusive-b2b-robotics-startup-haber-raises-38-mn-in-series-c/
https://zenstatement.com/,$1.62,09/10/2024,Bengaluru,Finance Automation and Cashflow Management,Seed,https://entrackr.com/2024/10/zenstatement-raises-1-62-mn-in-seed-round/
https://datazip.io/,$1.00,10/10/2024,Bengaluru,Data Engineering,Seed,https://entrackr.com/2024/10/equirus-innovatex-fund-leads-1-mn-round-in-data-engineering-startup-datazip/
https://www.swarafincare.com/,$2.31,09/10/2024,Gurugram,Fintech - NBFC Lending,Series A,https://entrackr.com/2024/10/swara-fincare-raises-rs-19-4-cr-in-series-a-funding/
https://urjamobility.in/,$12.00,09/10/2024,Delhi,EV - Battery Leasing,Pre-Series A,https://entrackr.com/2024/10/urjamobility-secures-12-mn-in-pre-series-a-funding/
https://www.socialhardware.in/index.html,$0.38,10/10/2024,Bengaluru,Hardware,Seed,https://entrackr.com/2024/10/assistive-technology-startup-social-hardware-raises-rs-3-2-cr/
https://irasus.com/,$0.48,09/10/2024,Gurugram,Energy Analytics,Seed,https://entrackr.com/2024/10/energy-analytics-company-irasus-technologies-raises-seed-round/
https://www.economysolutions.in/,$12.00,10/10/2024,Mumbai,Vacuum  and Process Solutions,Series A,https://entrackr.com/2024/10/economy-process-solutions-raises-12-mn-in-series-a/
https://www.millenniumbabycare.com/,$14.50,11/10/2024,Dhar,D2C Babycare,,https://entrackr.com/2024/10/millenium-babycares-raises-14-5-mn-led-by-bharat-value-fund/
https://dorjeteas.com/,$0.21,12/10/2024,Darjeeling,D2C Tea Brand,Seed,https://entrackr.com/2024/10/dorje-teas-raises-seed-funding-from-coast-fund-vc-untitled-ventures-and-others/
https://onlygood.ai/,$0.50,10/10/2024,Gurugram,Carbon Management,Seed,https://entrackr.com/2024/10/onlygood-ai-raises-seed-round/
