Company,Amount ($M),Date,HQ,Sector,Series,Source
https://www.stampmyvisa.com/,$0.45,29/10/2025,Mumbai,B2B Visa Processing,,https://entrackr.com/snippets/stampmyvisa-raises-rs-4-cr-in-bridge-round-led-by-unicorn-india-ventures-10602971
https://oroos.org/,$2.26,29/10/2025,Noida,Confectionery Brand,,https://entrackr.com/snippets/confectionery-brand-oroos-raises-rs-20-cr-from-fireside-sbi-others-10603381
https://neulife.com/,$1.00,27/10/2025,Mumbai,D2C Nutrition brand,Seed,https://entrackr.com/snippets/performance-nutrition-brand-neulife-raises-1-mn-in-seed-round-10597182
https://www.happi-planet.com/,$2.00,29/10/2025,Mumbai,D2C - Home Care,,https://entrackr.com/snippets/home-care-products-maker-happi-planet-raises-2-mn-10602925
https://bananaclub.co.in/,$1.39,27/10/2025,Bengaluru,Clothing Brand,,https://entrackr.com/snippets/clothing-brand-banana-club-raises-rs-1225-cr-at-rs-245-cr-valuation-10597654
https://www.fambo.in/,$2.44,29/10/2025,Noida,Agritech,Series A,https://entrackr.com/snippets/fambo-raises-rs-2155-cr-series-a-round-led-by-agrisure-fund-10602888
https://www.tsuyo.co.in/,$4.50,29/10/2025,Delhi,EV Manufacturing,,https://entrackr.com/snippets/tsuyo-manufacturing-raises-45-mn-round-led-by-avaana-capital-10602912
https://getsatark.com/,,28/10/2025,Ahmedabad,Cyber Security,Pre-Seed,https://entrackr.com/snippets/cyber-security-startup-satark-ai-raises-pre-seed-round-10600228
https://savesage.club/,$1.00,29/10/2025,Gurugram,Fintech,Pre-Seed,https://entrackr.com/snippets/savesage-raises-1-mn-in-pre-seed-round-10604410
theticket9,,28/10/2025,Coimbatore,SaaS - Event Tech,Unknown,https://entrackr.com/snippets/event-tech-startup-ticket9-raises-fresh-funds-10600064,
https://optimocapital.in/,$17.50,28/10/2025,Bengaluru,Fintech,Series A,https://entrackr.com/news/prashant-pittis-optimo-capital-raises-rs-150-cr-in-series-a-round-10600487
https://www.lenskart.com/,$11.30,29/10/2025,Delhi-NCR,Eyewear Brand,Pre-IPO,https://entrackr.com/news/sbi-mf-invests-rs-100-cr-in-lenskart-in-pre-ipo-round-10603518
https://cybrilla.com/about,,28/10/2025,Bengaluru,Fintech,Pre-Series A,https://entrackr.com/snippets/360-one-asset-invests-in-cybrillas-pre-series-a-round-10600054
https://gubbachhi.com/,,28/10/2025,Bengaluru,Toy Brand,Pre-Seed,https://entrackr.com/snippets/gubbachhi-raises-pre-seed-round-from-d2c-insider-super-angels-fund-10598883
https://redacto.io/,$1.35,30/10/2025,Bengaluru,AI-driven privacy platform,Seed,https://entrackr.com/snippets/redacto-raises-rs-12-cr-in-seed-round-led-by-peercapital-10606066
https://beyondrenewables.in/,$0.56,30/10/2025,Delhi,Climate-tech,Pre-Seed,https://entrackr.com/snippets/beyond-renewables-recycling-raises-pre-seed-round-led-by-momentum-capital-10606880
https://www.exiles.gg/,$0.36,30/10/2025,Bengaluru,Gaming,Pre-Seed,https://entrackr.com/snippets/gaming-startup-exiles-interactives-raises-355k-in-pre-seed-round-10606500
https://www.salaryse.com/,$11.30,30/10/2025,Delhi-NCR,Fintech,Series A,https://inc42.com/buzz/salaryse-nets-11-3-mn-to-scale-its-salary-linked-credit-platform/
https://jupiter.money/,$15.00,30/10/2025,Mumbai,Fintech,,https://economictimes.indiatimes.com/tech/funding/jupiter-secures-15-million-from-existing-investors-valuation-remains-flat-at-600-million/articleshow/124908900.cms
https://openhouse.in/,$2.00,30/10/2025,Delhi-NCR,Proptech,Seed,https://entrackr.com/snippets/proptech-startup-openhouse-raises-2-mn-in-seed-round-10606190
https://snabbit.com/,$30.00,30/10/2025,Mumbai,Quick Commerce,Series C,https://www.moneycontrol.com/news/business/funding/snabbit-raises-30-million-in-series-c-funding-led-by-bertelsmann-at-180-million-valuation-13641072.html
https://www.madoverbuildings.com/,$0.68,31/10/2025,Bengaluru,B2B E-Commerce,Seed,https://entrackr.com/snippets/mad-over-buildings-raises-seed-round-led-by-sig-tattva-10610026
https://www.thepointai.com/,$5.30,30/10/2025,,E-commerce Tech,,https://entrackr.com/snippets/point-ai-raises-53-mn-led-by-yali-capital-10605801
https://www.goyazjewellery.com/,$14.60,31/10/2025,Hyderabad,Jewellery Brand,Series A,https://entrackr.com/snippets/gold-plated-silver-jewellery-brand-goyaz-raises-rs-130-cr-led-by-norwest-10610308
